1.21829e+02	0.00000e+00
1.21911e+02	5.14393e+00
1.22429e+02	1.03500e+01
1.23368e+02	1.56907e+01
1.24700e+02	2.12357e+01
1.26390e+02	2.70508e+01
1.28391e+02	3.31962e+01
1.30648e+02	3.97256e+01
1.33096e+02	4.66850e+01
1.35666e+02	5.41113e+01
1.38279e+02	6.20322e+01
1.40855e+02	7.04648e+01
1.43309e+02	7.94155e+01
1.45554e+02	8.88793e+01
1.47504e+02	9.88401e+01
1.49072e+02	1.09270e+02
1.50175e+02	1.20131e+02
1.50735e+02	1.31373e+02
1.50677e+02	1.42936e+02
1.49934e+02	1.54752e+02
1.48447e+02	1.66743e+02
1.46165e+02	1.78823e+02
1.43049e+02	1.90901e+02
1.39069e+02	2.02880e+02
1.34205e+02	2.14661e+02
1.28452e+02	2.26141e+02
1.21814e+02	2.37216e+02
1.14309e+02	2.47785e+02
1.05967e+02	2.57746e+02
9.68276e+01	2.67004e+02
8.69434e+01	2.75468e+02
7.63768e+01	2.83052e+02
6.52001e+01	2.89680e+02
5.34941e+01	2.95283e+02
4.13471e+01	2.99804e+02
2.88539e+01	3.03195e+02
1.61141e+01	3.05421e+02
3.23088e+00	3.06458e+02
-9.69034e+00	3.06295e+02
-2.25437e+01	3.04933e+02
-3.52242e+01	3.02387e+02
-4.76294e+01	2.98682e+02
-5.96606e+01	2.93858e+02
-7.12243e+01	2.87963e+02
-8.22340e+01	2.81059e+02
-9.26105e+01	2.73216e+02
-1.02284e+02	2.64512e+02
-1.11194e+02	2.55034e+02
-1.19291e+02	2.44875e+02
-1.26538e+02	2.34132e+02
-1.32906e+02	2.22905e+02
-1.38383e+02	2.11299e+02
-1.42965e+02	1.99415e+02
-1.46662e+02	1.87357e+02
-1.49495e+02	1.75223e+02
-1.51496e+02	1.63110e+02
-1.52709e+02	1.51107e+02
-1.53185e+02	1.39299e+02
-1.52987e+02	1.27762e+02
-1.52182e+02	1.16561e+02
-1.50847e+02	1.05756e+02
-1.49061e+02	9.53927e+01
-1.46910e+02	8.55082e+01
-1.44479e+02	7.61274e+01
-1.41855e+02	6.72640e+01
-1.39125e+02	5.89206e+01
-1.36374e+02	5.10883e+01
-1.33682e+02	4.37477e+01
-1.31125e+02	3.68692e+01
-1.28773e+02	3.04135e+01
-1.26688e+02	2.43331e+01
-1.24924e+02	1.85727e+01
-1.23525e+02	1.30708e+01
-1.22527e+02	7.76060e+00
-1.21952e+02	2.57169e+00
-1.21815e+02	-2.56879e+00
-1.22117e+02	-7.73463e+00
-1.22847e+02	-1.29991e+01
-1.23987e+02	-1.84334e+01
-1.25503e+02	-2.41056e+01
-1.27355e+02	-3.00787e+01
-1.29491e+02	-3.64099e+01
-1.31852e+02	-4.31490e+01
-1.34371e+02	-5.03378e+01
-1.36972e+02	-5.80086e+01
-1.39577e+02	-6.61839e+01
-1.42103e+02	-7.48754e+01
-1.44463e+02	-8.40840e+01
-1.46571e+02	-9.37991e+01
-1.48341e+02	-1.03999e+02
-1.49687e+02	-1.14650e+02
-1.50528e+02	-1.25708e+02
-1.50787e+02	-1.37119e+02
-1.50395e+02	-1.48817e+02
-1.49287e+02	-1.60731e+02
-1.47408e+02	-1.72777e+02
-1.44714e+02	-1.84868e+02
-1.41168e+02	-1.96909e+02
-1.36748e+02	-2.08802e+02
-1.31440e+02	-2.20445e+02
-1.25243e+02	-2.31735e+02
-1.18169e+02	-2.42570e+02
-1.10241e+02	-2.52847e+02
-1.01494e+02	-2.62469e+02
-9.19749e+01	-2.71341e+02
-8.17411e+01	-2.79375e+02
-7.08599e+01	-2.86490e+02
-5.94079e+01	-2.92613e+02
-4.74699e+01	-2.97682e+02
-3.51377e+01	-3.01643e+02
-2.25084e+01	-3.04455e+02
-9.68384e+00	-3.06089e+02
3.23160e+00	-3.06527e+02
1.61321e+01	-3.05763e+02
2.89121e+01	-3.03806e+02
4.14675e+01	-3.00677e+02
5.36977e+01	-2.96407e+02
6.55065e+01	-2.91041e+02
7.68035e+01	-2.84633e+02
8.75060e+01	-2.77250e+02
9.75391e+01	-2.68966e+02
1.06838e+02	-2.59864e+02
1.15347e+02	-2.50034e+02
1.23023e+02	-2.39570e+02
1.29833e+02	-2.28572e+02
1.35757e+02	-2.17143e+02
1.40786e+02	-2.05385e+02
1.44923e+02	-1.93401e+02
1.48185e+02	-1.81293e+02
1.50597e+02	-1.69158e+02
1.52198e+02	-1.57089e+02
1.53036e+02	-1.45174e+02
1.53166e+02	-1.33492e+02
1.52656e+02	-1.22115e+02
1.51576e+02	-1.11106e+02
1.50005e+02	-1.00517e+02
1.48026e+02	-9.03888e+01
1.45724e+02	-8.07537e+01
1.43185e+02	-7.16306e+01
1.40498e+02	-6.30276e+01
1.37747e+02	-5.49415e+01
1.35016e+02	-4.73582e+01
1.32382e+02	-4.02529e+01
1.29919e+02	-3.35913e+01
1.27693e+02	-2.73297e+01
1.25762e+02	-2.14166e+01
1.24176e+02	-1.57935e+01
1.22974e+02	-1.03961e+01
1.22185e+02	-5.15550e+00
1.21829e+02	-2.98394e-14
